PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,,,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Sinduria,India,425,Odia,Hinduism,21.486942,86.924614,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113603,Sindhuria,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Singiwala,India,10000,Hindi,Hinduism,26.912434,75.787271,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113614,Singiwala,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Singkil,Indonesia,74500,Batak Karo,Islam - Sunni,2.77313,97.773354,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0002,101125,Singkil,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IDN
Singmoon,Laos,9400,Puoc,Ethnoreligion,18.44539,103.363665,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0171,109303,Singmoon,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Sinhalese,Canada,17500,Sinhala,Buddhism - Theravada,43.7751,-79.2539,1,Engaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A012,C0282,109305,Sinhalese,CAN,CA,CE,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,CAN
Sinhalese,Malaysia,34500,Sinhala,Buddhism - Theravada,3.13205,101.670353,4,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A012,C0282,109305,Sinhalese,MYS,MY,CE,,,South Asian Peoples,,2,No Longer Unreached,"10,000+",Diaspora,MYS
Sinhalese,Maldives,3800,Sinhala,Buddhism - Theravada,4.174274,73.507539,4,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A012,C0282,109305,Sinhalese,MDV,MV,CE,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Diaspora,MDV
Sinhalese,Oman,49500,Sinhala,Buddhism - Theravada,23.60523,58.489637,1,Engaged,Low,Not Free,High,Low,Level 2: Exercise Increased Caution,A012,C0282,109305,Sinhalese,OMN,MU,CE,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,OMN
Sinhalese,Qatar,57000,Sinhala,Buddhism - Theravada,25.261722,51.495132,1,Engaged,Low,Not Free,High,Moderate,Level 1: Exercise Normal Precautions,A012,C0282,109305,Sinhalese,QAT,QA,CE,,,South Asian Peoples,,1,Engaged yet Unreached,"50,000+",Diaspora,QAT
Sinhalese,Singapore,22500,Sinhala,Buddhism - Theravada,1.3342,103.75734,1,Unengaged,Little,Partly Free,High,Moderate,Level 1: Exercise Normal Precautions,A012,C0282,109305,Sinhalese,SGP,SN,CE,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,SGP
Sinhalese,Sri Lanka,17230000,Sinhala,Buddhism - Theravada,6.867403,79.902605,3,Engaged,Medium,Partly Free,High,High,Level 2: Exercise Increased Caution,A012,C0282,109305,Sinhalese,LKA,CE,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000,000+",Indigenous,LKA
Sinhalese,Thailand,8100,Sinhala,Buddhism - Theravada,13.6927,100.5017,1,Unengaged,Medium,Partly Free,Moderate,High,Level 1: Exercise Normal Precautions,A012,C0282,109305,Sinhalese,THA,TH,CE,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,THA
Sinhalese,United Arab Emirates,134000,Sinhala,Buddhism - Theravada,25.266838,55.336315,1,Engaged,Low,Not Free,Moderate,Low,Level 2: Exercise Increased Caution,A012,C0282,109305,Sinhalese,ARE,AE,CE,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,ARE
Sinhalese,United States,29500,Sinhala,Buddhism - Theravada,34.057104,-118.336735,1,Engaged,Little,Free,Moderate,High,Caution,A012,C0282,109305,Sinhalese,USA,US,CE,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,USA
Sininkere,Burkina Faso,11500,Sininkere,Islam - Folk,13.720585,-0.787722,1,Unengaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0126,109308,Sininkere,BFA,UV,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,BFA
Sino-Burmese,Myanmar,1300000,Burmese,Buddhism - Theravada,19.744637,96.203997,1,Engaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A002,C0065,109309,Sino-Burmese,MMR,BM,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,MMR
Sino-Vietnamese,United States,4100,Mandarin Chinese,Buddhism - Mahayana,37.278381,-121.833206,4,Engaged,Little,Free,Moderate,High,Caution,A002,C0065,110561,Sino-Vietnamese,USA,US,VM,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Sinpho,India,11500,Singpho,Buddhism - Theravada,27.355892,96.320681,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113615,Singpho,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Sinsauru,Papua New Guinea,1000,Kou,Christianity - Non-Evangelical Protestant,-5.64336,145.59921,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109314,Sinsauru,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Sint Maarten Deaf,Sint Maarten,475,Undetermined,Unknown,18.0237,-63.0458,0,Unengaged,Medium,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A017,C0252,114916,Deaf,SXM,NN,,,,Deaf Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,SXM
Sinyar,Chad,28500,Sinyar,Islam - Sunni,12.012234,22.462716,1,Engaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0175,109317,Sinyar,TCD,CD,,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,TCD
Sinyar,Sudan,12500,Sinyar,Islam - Sunni,12.41355,22.63259,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0175,109317,Sinyar,SDN,SU,CD,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,SDN
Sio,Papua New Guinea,10000,Sio,Christianity - Non-Evangelical Protestant,-5.96037,147.35333,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109318,Sio,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PNG
Siona,Colombia,2200,Siona,Ethnoreligion,0.343218,-75.981368,1,Engaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,109319,Siona,COL,CO,,,,American Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,COL
Siona,Ecuador,375,Siona,Ethnoreligion,-0.0615,-76.5459,4,Engaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0201,109319,Siona,ECU,EC,CO,,,American Peoples,,2,No Longer Unreached,"<10,000",Indigenous,ECU
Sipacapense,Guatemala,18500,Sipakapense,Ethnoreligion,15.212,-91.632,5,Engaged,Strenuous,Partly Free,Low,Low,Level 3: Reconsider Travel,A007,C0136,109320,Sipacapense,GTM,GT,,,,American Peoples,,2,No Longer Unreached,"10,000+",Indigenous,GTM
Sipi,India,33000,Gaddi,Hinduism - Folk,32.554461,76.127071,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113619,Sipi,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Sirak,Papua New Guinea,550,Nafi,Christianity - Non-Evangelical Protestant,-6.43306,146.81512,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109325,Sirak,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Sirasira,Papua New Guinea,1400,Sarasira,Christianity - Non-Evangelical Protestant,-6.321243,146.477923,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109327,Sirasira,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Siri,Nigeria,6100,Siri,Ethnoreligion - Animism,10.81337,9.75575,1,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0062,109329,Siri,NGA,NI,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,NGA
Siriano,Brazil,70,Siriano,Ethnoreligion,-0.0988,-67.077,1,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,109330,Siriano,BRA,BR,CO,,,American Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,BRA
Siriano,Colombia,650,Siriano,Ethnoreligion,1.345,-72.149,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,109330,Siriano,COL,CO,,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,COL
Siriono,Bolivia,1100,Sirionó,Ethnoreligion,-14.8298,-64.4478,4,Unengaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A007,C0083,109331,Siriono,BOL,BL,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,BOL
Siripu,Colombia,70,Cuiba,Ethnoreligion,5.771994,-70.053978,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,116113,Siripu,COL,CO,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,COL
Sirkiband,India,112000,Eastern Panjabi,Hinduism - Folk,30.907226,74.624677,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,113546,"Sirkiband, Hindu",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Sirvi,India,585000,Marwari (India),Hinduism,26.8092,74.093249,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113621,Sirvi,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
"Sisaal, Pasaale",Ghana,56500,Paasaal,Ethnoreligion - Animism,10.20039,-1.8048,1,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0087,107907,Paasaal,GHA,GH,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,GHA
"Sisaal, Tumulung",Ghana,171000,Tumulung Sisaala,Ethnoreligion - Animism,10.63451,-1.79707,1,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0087,109335,"Sisala, Tumulung",GHA,GH,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,GHA
Sisala,Ghana,43500,Western Sisaala,Ethnoreligion - Animism,10.8565,-2.4046,1,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0087,109336,"Sisala, Western",GHA,GH,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,GHA
Sisano,Papua New Guinea,13500,Essono,Christianity - Roman Catholicism,-3.01976,142.04893,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109337,Sisano,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PNG
Sisgar,India,850,Urdu,Islam - Sunni,22.711983,75.847494,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0043,118992,Sishgar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Sisi-Bipi,Papua New Guinea,3500,Bipi,Christianity - Roman Catholicism,-2.11115,146.39801,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109338,Sisi-Bipi,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Sissala,Burkina Faso,32000,Sissala,Islam - Folk,11.0916,-2.38217,5,Engaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0087,109339,Sissala,BFA,UV,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Indigenous,BFA
Sitaria,India,1000,Sadri,Hinduism,20.65616,85.604263,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113623,Sitaria,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,IND
Sivandi,Iran,8600,Sivandi,Islam - Shia,30.1141,52.087,1,Unengaged,Medium,Not Free,Very High,Moderate,Level 4: Do Not Travel,A005,C0179,109342,Sivandi,IRN,IR,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IRN
Siviar,India,600,Kannada,Hinduism,10.9573,76.9844,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118848,Siviar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Siyal,India,34500,Odia,Hinduism,20.232348,85.82372,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113625,Siyal,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Siyalgar,India,7400,Bengali,Hinduism,21.839858,87.423203,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113626,"Siyalgir, Hindu",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Siyin Chin,Myanmar,13000,Siyin Chin,Christianity - Evangelical Protestant,23.391,93.645,6,Engaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0332,109346,Siyin Chin,MMR,BM,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,MMR
Skagit,United States,550,English,Christianity - Non-Evangelical Protestant,48.53138,-121.99099,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,109347,Skagit,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
"Slavey, South",Canada,2800,South Slavey,Christianity - Roman Catholicism,60.8348,-115.7731,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,109351,"Slavey, South",CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CAN
Slovak,Argentina,9200,Slovak,Christianity - Roman Catholicism,-34.625146,-58.452969,1,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,ARG,AR,LO,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,ARG
Slovak,Austria,36000,Slovak,Christianity - Roman Catholicism,48.238,16.37,1,Engaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,AUT,AU,LO,,,European Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,AUT
Slovak,Canada,22500,Slovak,Christianity - Roman Catholicism,43.647193,-79.38904,1,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,CAN,CA,LO,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,CAN
Slovak,Czechia,123000,Slovak,Christianity - Roman Catholicism,49.821,18.252,1,Engaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,CZE,EZ,LO,,,European Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,CZE
Slovak,Montenegro,5900,Slovak,Christianity - Roman Catholicism,42.4412,19.2628,1,Unengaged,Low,Partly Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,MNE,MJ,,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,MNE
Slovak,Slovakia,4630000,Slovak,Christianity - Roman Catholicism,48.82175,19.66064,1,Engaged,Low,Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,109354,Slovak,SVK,LO,,,,European Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,SVK
Slovak,Sweden,10000,Slovak,Christianity - Roman Catholicism,55.605338,13.045736,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0196,109354,Slovak,SWE,SW,LO,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,SWE
Slovak,United States,31500,Slovak,Christianity - Roman Catholicism,40.471023,-79.92078,1,Unengaged,Little,Free,Moderate,High,Caution,A003,C0196,109354,Slovak,USA,US,LO,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,USA
Slovene,Argentina,12500,Slovene,Christianity - Roman Catholicism,-34.622541,-58.455574,1,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,109357,Slovene,ARG,AR,SI,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,ARG
Slovene,Austria,25500,Slovene,Christianity - Roman Catholicism,46.58749,13.99507,1,Engaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0195,109357,Slovene,AUT,AU,SI,,,European Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,AUT
Slovene,Canada,16000,Slovene,Christianity - Roman Catholicism,43.6085,-79.5482,1,Engaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,109357,Slovene,CAN,CA,SI,,,European Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,CAN
Slovene,Germany,20000,Slovene,Christianity - Eastern Orthodox,48.13157,11.578842,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0195,109357,Slovene,DEU,GM,SI,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,DEU
Slovene,Italy,52000,Slovene,Christianity - Eastern Orthodox,45.81169,13.58108,1,Unengaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0195,109357,Slovene,ITA,IT,SI,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,ITA
Slovene,Slovenia,1960000,Slovene,Christianity - Roman Catholicism,46.067321,14.500283,3,Engaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0195,109357,Slovene,SVN,SI,,,,European Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,SVN
Slovene,United States,72000,Slovene,Christianity - Roman Catholicism,41.441775,-81.684976,1,Unengaged,Little,Free,Moderate,High,Caution,A003,C0195,109357,Slovene,USA,US,SI,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,USA
Small Nambas,Vanuatu,1400,Letemboi,Ethnoreligion - Animism,-16.43387,167.56572,4,Engaged,Strenuous,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A010,C0227,109362,"Small Nambas, Mbotgote",VUT,NH,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,VUT
Snohomish,United States,1200,English,Christianity - Non-Evangelical Protestant,47.9476,-122.1062,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,109363,Snohomish,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
So,Laos,173000,So (Laos),Ethnoreligion,17.01621,105.42704,1,Engaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,109364,So,LAO,LA,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,LAO
So,Thailand,105000,So (Laos),Buddhism - Folk,16.800001,104.57445,4,Engaged,Medium,Partly Free,Moderate,High,Level 1: Exercise Normal Precautions,A011,C0147,109364,So,THA,TH,LA,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"100,000+",Indigenous,THA
So,Cameroon,20500,Swo,Christianity - Neo-Pentecostalism,3.68257,12.52498,1,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0258,115353,"So, Fo",CMR,CM,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,CMR
So'a,Indonesia,14500,So’a,Christianity - Roman Catholicism,-8.6778,121.04764,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0075,109367,So'a,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IDN
Sobei,Indonesia,3000,Sobei,Christianity - Evangelical Protestant,-1.86998,138.74987,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,109368,Sobei,IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IDN
Socotran,Yemen,77000,Soqotri,Islam - Sunni,12.48924,53.91675,1,Unengaged,Extreme,Not Free,Very High,High,Level 4: Do Not Travel,A001,C0013,109372,Socotran,YEM,YM,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,YEM
Sofi,India,48000,Kashmiri,Islam - Sunni,34.284251,74.467361,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113654,Sofi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Soga,Tanzania,5300,Soga,Christianity - Roman Catholicism,-2.504427,32.909967,1,Engaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0260,109374,Soga,TZA,TZ,UG,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,TZA
Soga,Uganda,4380000,Soga,Christianity - Roman Catholicism,0.40456,33.3942,1,Engaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0260,109374,Soga,UGA,UG,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,UGA
Sogwo Arig,China,59500,Amdo Tibetan,Buddhism - Tibetan,34.7362,100.9058,1,Engaged,Medium,Not Free,Very High,Low,Other,A002,C0146,114310,Sogwo Arig,CHN,CH,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,CHN
Soi,Iran,8600,Soi,Islam - Shia,31.8764,54.3889,0,Unengaged,Medium,Not Free,Very High,Moderate,Level 4: Do Not Travel,A005,C0179,109375,Soi,IRN,IR,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IRN
Soiri,India,154000,Hindi,Hinduism,24.68078,78.500389,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113653,Soiri,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Soko,"Congo, Democratic Republic of the",29500,So (Democratic Republic of Congo),Christianity - Roman Catholicism,1.2972,23.6378,1,Unengaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0258,109378,Soko,COD,CG,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,COD
Sokoro,Chad,14500,Sokoro,Islam - Folk,11.604342,17.41242,1,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0062,109379,Sokoro,TCD,CD,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,TCD
Sokoro,Sudan,2500,Sokoro,Islam - Sunni,12.951336,22.872261,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0062,109379,Sokoro,SDN,SU,CD,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,SDN
Sokorok,Papua New Guinea,1000,Siliput,Christianity - Roman Catholicism,-3.644899,142.4712,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109380,Sokorok,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Sokoto Fulani,Niger,1230000,Central-Eastern Niger Fulfulde,Islam - Folk,15.09071,8.43261,1,Engaged,Extreme,Partly Free,Moderate,Moderate,Level 3: Reconsider Travel,A013,C0077,109381,"Fulani, Sokoto",NER,NG,NI,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,NER
Soli,Zambia,151000,Soli,Ethnoreligion,-15.3386,28.6704,5,Engaged,Strenuous,Partly Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A013,C0262,109383,Soli,ZMB,ZA,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,ZMB
Soligaru,India,48000,Sholaga,Hinduism - Folk,12.187315,76.363728,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,114488,Soligaru,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Solomoni Creole,Fiji,7300,Pijin,Christianity - Non-Evangelical Protestant,-18.119901,178.437194,5,Engaged,Medium,Partly Free,Moderate,Low,Level 1: Exercise Normal Precautions,A010,C0197,109388,Solomon Islanders,FJI,FJ,BP,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,FJI
Solomoni Creole,Solomon Islands,44500,Pijin,Christianity - Non-Evangelical Protestant,-9.431462,159.94372,6,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A010,C0197,109388,Solomon Islanders,SLB,BP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,SLB
Solorese,Indonesia,36500,Lamaholot,Christianity - Roman Catholicism,-8.537356,122.929023,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0075,105608,Lamaholot,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IDN
Som,Papua New Guinea,550,Tayatuk,Christianity - Non-Evangelical Protestant,-6.088,146.646,6,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,109390,Som,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Somahai,Indonesia,2700,Momuna,Christianity - Evangelical Protestant,-5.04431,139.26022,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,109391,Somahai,IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IDN
Somali,Canada,66000,Somali,Islam - Sunni,43.7354,-79.5614,1,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A004,C0198,109392,Somali,CAN,CA,SO,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,CAN
